,2015-8-24,http://www.apinpai.com/,我;张国荣;80;励志,  273,1447.1700
619,2015-6-16,http://www.wanxn.com/,my way;张敬轩;90;励志,147.0,1239.94
620,2015-6-16,http://www.apinpai.com/,借过;容祖儿;90;伤感,130.0,1531.88
621,2015-6-23,http://bj.qu114.com/,太阳星辰;张学友;80;励志,50.0,63.85
622,2015-4-26,http://www.qiyi123.com/,数鸭子;少儿歌曲;90;儿歌,251.0,924.73
623,2015-12-8,http://www.movie.com/bor/,《少年班》;2015.6.19;2015.7.19;工夫影业；华谊兄弟;肖洋;孙红雷，周冬雨，董子健，王栎鑫，李佳奇，夏天，王森;青春、校园、喜剧;票房（万）5068.7 ;5.7 ;,,
624,2015-12-15,http://www.movie.com/bor/,《全能_爸》;2015.3.5;2015.3.22;河南弘星、北京弘星、杭州寰耀;董春泽;罗京民，孙波，于非，马燕，赵丽，卢思佚，米明杰，贾志;亲情励志喜剧;票房（万）83.0 ;,,
625,2015-12-2,http://www.movie.com/dor/,《破风》;2015.8.7;2015.9.13;恒大影视文化有限公司;林超贤;彭于晏，窦骁，崔始源，王珞丹，陈家乐，欧阳娜娜，连凯;剧情、运动、爱情;票房（万）14529.1 ;7.2 ;,,
626,2015-3-1,http://www.jieu.com/,the climb;miley cyrus;80;励志,45.0,893.87
627,2015-12-4,http://www.movie.com/dor/,《破风》;2015.8.7;2015.9.13;恒大影视文化有限公司;林超贤;彭于晏，窦骁，崔始源，王珞丹，陈家乐，欧阳娜娜，连凯;剧情、运动、爱情;票房（万）14529.1 ;7.2 ;,,
628,2015-6-12,http://beijing.hand2hand.cn/,爱让世界更美;童安格;90;励志,6.0,1621.96
629,2015-4-23,http://www.99inf.com/,借过;容祖儿;90;伤感,64.0,1860.48
630,2015-6-27,http://bj.454.cn/,光辉岁月;beyond;80;励志,162.0,1381.22
631,2015-5-30,http://bj.qu114.com/,firework;katy perry;90;励志,141.0,502.61
632,2015-4-14,http://bj.454.cn/,太阳星辰;张学友;80;励志,79.0,608.37
633,2015-5-30,http://www.denghuo.com/,同道中人;张国荣;80;励志,176.0,740.25
634,2015-5-28,http://www.alifenfen.com/,我;张国荣;80;励志,263.0,1596.64
635,2015-3-22,http://www.alifenfen.com/,逃脱;李玟;90;伤感,175.0,1828.8
636,2015-4-13,http://www.wuhan58.com/index.php,逃脱;李玟;90;伤感,84.0,1055.82
637,2015-7-5,http://info.tianya.cn,光辉岁月;beyond;80;励志,232.0,1566.03
638,2015-12-12,http://www.movie.com/bor/,《怦然星动》;2015.12.3;2016.1.10;欢瑞世纪，嘉行传媒，青春光线;陈国辉;杨幂，李易峰，陈数，王耀庆，迪丽热巴，张云龙;都市，爱情，喜剧;票房（万）15973.9 ;4.3 ;,,
639,2015-8-6,http://www.qiyi123.com/,太阳星辰;张学友;80;励志,248.0,593.48
640,2015-3-19,http://info.tianya.cn,屋顶;温岚;80;励志,92.0,1710.03
641,2015-5-7,http://www.ezxun.com/,星;邓丽君;80;励志,238.0,481.24
642,2015-3-18,http://www.favolist.com/,来来回回;陈楚生&spy.c;90;伤感,86.0,475.59
643,2015-3-28,http://www.qudee.com/,借我;谢春花;90;伤感,23.0,584.97
644,2015-8-14,http://www.alifenfen.com/,屋顶;温岚;80;励志,99.0,957.66
645,2015-6-4,http://info.tianya.cn,借我;谢春花;90;伤感,186.0,238.45
646,2015-6-28,http://www.mouxiao.com/,story of my life;bon jovi;90;励志,81.0,918.43
647,2015-7-25,http://beijing.faxinxi.cn/,逃脱;李玟;90;伤感,176.0,1597.89
648,2015-5-10,http://www.waaku.com/,数鸭子;少儿歌曲;90;儿歌,22.0,1930.58
649,2015-6-11,http://info.tianya.cn,同道中人;张国荣;80;励志,26.0,1643.59
650,2015-4-5,http://www.qudee.com/,数鸭子;少儿歌曲;90;儿歌,266.0,1893.9
651,2015-3-21,http://beijing.hand2hand.cn/,my way;张敬轩;90;励志,231.0,1159.07
652,2015-6-11,http://www.waaku.com/,来来回回;陈楚生&spy.c;90;伤感,80.0,1193.13
653,2015-7-19,http://www.denghuo.com/,爱让世界更美;童安格;90;励志,181.0,99.5
654,2015-4-6,http://www.mouxiao.com/,story of my life;bon jovi;90;励志,130.0,374.5
655,2015-12-29,http://www.movie.com/dor/,《爱情魔发师》;2015.7.17;2015.8.2;北京仁和博纳文化传媒有限公司;倾海;游游，张燃，朱咪咪，黄一飞，崔浩博，王子轩;喜剧 / 爱情;票房（万）20.3 ;3.8 ;,,
656,2015-12-6,http://www.movie.com/bor/,《恶棍天使》;2015.12.24;2016.2.13;天津橙子映像传媒有限公司、北京光线影业有限公司;邓超、俞白眉;邓超，孙俪，梁超，代乐乐;喜剧/荒诞/爱情;票房（万）64959.0 ;4.0 ;,,
657,2015-3-20,http://info.tianya.cn,借过;容祖儿;90;伤感,140.0,155.34
658,2015-8-15,http://www.yifawang.cn/,拔萝卜;小蓓蕾组合;90;儿歌,215.0,1605.36
659,2015-5-29,http://www.010y.com/,路...一直都在;陈奕迅;90;励志,140.0,1039.0
660,2015-3-12,http://www.ezxun.com/,采蘑菇的小姑娘;小蓓蕾组合;90;儿歌,24.0,1429.27
661,2015-12-13,http://www.movie.com/bor/,《爱之初体验》;2015.8.7;2015.8.23;上海锦瑟天下影视有限公司;海涛;张超，李晓峰，张瑶，吴大维，屈菁菁，刘雅瑟，乔曦;喜剧/爱情;票房（万）321.7 ;4.7 ;,,
662,2015-12-6,http://www.movie.com/dor/,《恶棍天使》;2015.12.24;2016.2.13;天津橙子映像传媒有限公司、北京光线影业有限公司;邓超、俞白眉;邓超，孙俪，梁超，代乐乐;喜剧/荒诞/爱情;票房（万）64959.0 ;4.0 ;,,
663,2015-12-19,http://www.movie.com/bor/12386／,《浪漫天降》;2015.10.23;2015.11.8;;宁瀛;夏雨，关晓彤，邱泽;浪漫，爱情，喜剧;票房（万）785.2 ;4.1 ;,,
664,2015-12-17,http://www.movie.com/bor/,《天将雄师》;2015.2.19;2015.4.6;耀莱文化，华谊兄弟，上海电影集团;李仁港;成龙，约翰·库萨克，阿德里安·布劳迪，崔始源 ，林鹏，王若心，筷子兄弟，西蒙子，冯绍峰，朱佳煜;动作，古装，剧情，历史;票房（万）74430.2 ;,,
665,2015-12-12,http://www.movie.com/dor/,《恶棍天使》;2015.12.24;2016.2.13;天津橙子映像传媒有限公司、北京光线影业有限公司;邓超、俞白眉;邓超，孙俪，梁超，代乐乐;喜剧/荒诞/爱情;票房（万）64959.0 ;4.0 ;,,
666,2015-3-7,http://www.jieu.com/,借我;谢春花;90;伤感,278.0,1085.8
667,2015-8-16,http://www.denghuo.com/,逃脱;李玟;90;伤感,142.0,759.42
668,2015-7-13,http://www.alifenfen.com/,采蘑菇的小姑娘;小蓓蕾组合;90;儿歌,93.0,1498.94
669,2015-6-28,http://www.favolist.com/,给所有知道我名字的人;赵传;80;励志,135.0,1622.91
670,2015-8-21,http://bj.454.cn/,my way;张敬轩;90;励志,188.0,990.45
671,2015-6-16,http://beijing.faxinxi.cn/,空壳;陈慧敏;90;伤感,53.0,1769.51
672,2015-6-2,http://bj.454.cn/,永远不要说放弃;童安格;80;励志,223.0,1150.67
673,2015-3-16,http://www.waaku.com/,让我们荡起双桨;小蓓蕾组合;90;儿歌,56.0,959.19
674,2015-3-6,http://www.favolist.com/,一起走过的日子;刘德华;80;伤感,119.0,709.85
675,2015-6-25,http://www.mouxiao.com/,小兔子乖乖;小蓓蕾组合;90;儿歌,213.0,642.3
676,2015-12-26,http://www.movie.com/dor/,《前任2：备胎反击战》;2015.11.6;2015.12.20;华谊兄弟传媒股份有限公司、新圣堂影业;田羽生;郑恺，郭采洁，张艺兴，王传君;爱情，喜剧;票房（万）25200.2 ;5.0 ;,,
677,2015-5-13,http://beijing.hand2hand.cn/,像我一样骄傲;赵传;80;励志,70.0,1397.19
678,2015-3-1,http://www.waaku.com/,借我;谢春花;90;伤感,187.0,1858.17
679,2015-3-11,http://bj.qu114.com/,逃脱;李玟;90;伤感,230.0,193.8
680,2015-6-20,http://www.jieu.com/,来来回回;陈楚生&spy.c;90;伤感,91.0,1541.06
681,2015-3-21,http://www.favolist.com/,我;张国荣;80;励志,155.0,1454.26
682,2015-4-5,http://beijing.hand2hand.cn/,我;张国荣;80;励志,181.0,754.96
683,2015-3-9,http://www.yifawang.cn/,采蘑菇的小姑娘;小蓓蕾组合;90;儿歌,92.0,805.78
684,2015-4-9,http://www.qudee.com/,从头再来;刘欢;90;励志,225.0,1426.29
685,2015-3-10,http://www.wuhan58.com/index.php,采蘑菇的小姑娘;小蓓蕾组合;90;儿歌,224.0,134.91
686,2015-3-18,http://www.mouxiao.com/,光辉岁月;beyond;80;励志,95.0,1790.98
687,2015-8-14,http://www.yifawang.cn/,story of my life;bon jovi;90;励志,140.0,764.89
688,2015-3-10,http://www.ezxun.com/,最冷一天;陈奕迅;90;伤感,221.0,340.94
689,2015-5-5,http://bj.qu114.com/,从头再来;刘欢;90;励志,137.0,463.72
690,2015-12-7,http://www.movie.com/bor/,《紫霞》;2015.12.11;2015.12.27;映代码公司;苗述;徐洁儿，袁晓超，刘承俊，洪天照，刘永健，谭赫，肖红，金晶，谢沅江;爱情，奇幻;票房（万）49.1 ;2.4 ;,,
691,2015-6-9,http://www.yifawang.cn/,壮志雄心;李克勤;90;励志,238.0,1032.4
692,2015-6-27,http://beijing.hand2hand.cn/,拔萝卜;小蓓蕾组合;90;儿歌,263.0,1747.89
693,2015-4-27,http://bj.454.cn/,星;邓丽君;80;励志,118.0,858.76
694,2015-3-26,http://www.010y.com/,story of my life;bon jovi;90;励志,68.0,1440.18
695,2015-8-23,http://beijing.faxinxi.cn/,我心是海洋;蔡琴;80;励志,89.0,1554.1
696,2015-6-5,http://www.99inf.com/,借过;容祖儿;90;伤感,150.0,1250.24
697,2015-5-4,http://info.tianya.cn,采蘑菇的小姑娘;小蓓蕾组合;90;儿歌,259.0,1880.39
698,2015-5-2,http://bj.454.cn/,太阳星辰;张学友;80;励志,50.0,346.59
699,2015-7-13,http://www.qudee.com/,小兔子乖乖;小蓓蕾组合;90;儿歌,93.0,330.62
700,2015-7-21,http://www.alifenfen.com/,加油;林俊杰/mc hotdog;90;励志,15.0,1535.55
701,2015-5-7,http://www.qiyi123.com/,逃脱;李玟;90;伤感,283.0,1019.02
702,2015-5-8,http://www.favolist.com/,让我们荡起双桨;小蓓蕾组合;90;儿歌,268.0,765.29
703,2015-12-20,http://www.movie.com/dor/,《浪漫天降》;2015.10.23;2015.11.8;;宁瀛;夏雨，关晓彤，邱泽;浪漫，爱情，喜剧;票房（万）785.2 ;4.1 ;,,
704,2015-3-14,http://beijing.hand2hand.cn/,光辉岁月;beyond;80;励志,109.0,745.14
705,2015-12-3,http://www.movie.com/bor/12386／,《全能_爸》;2015.3.5;2015.3.22;河南弘星、北京弘星、杭州寰耀;董春泽;罗京民，孙波，于非，马燕，赵丽，卢思佚，米明杰，贾志;亲情励志喜剧;票房（万）83.0 ;,,
706,2015-6-29,http://www.apinpai.com/,一起走过的日子;刘德华;80;伤感,124.0,159.69
707,2015-8-2,http://www.apinpai.com/,the climb;miley cyrus;80;励志,216.0,576.85
708,2015-6-20,http://www.yifawang.cn/,我;张国荣;80;励志,269.0,248.16
709,2015-3-14,http://www.denghuo.com/,我心是海洋;蔡琴;80;励志,130.0,74.3
710,2015-6-22,http://bj.454.cn/,小兔子乖乖;小蓓蕾组合;90;儿歌,170.0,1248.58
711,2015-3-28,http://www.ezxun.com/,一起走过的日子;刘德华;80;伤感,278.0,1728.13
712,2015-7-12,http://www.wuhan58.com/index.php,story of my life;bon jovi;90;励志,19.0,752.54
713,2015-3-29,http://www.010y.com/,story of my life;bon jovi;90;励志,138.0,1058.56
714,2015-12-29,http://www.movie.com/dor/,《前任2：备胎反击战》;2015.11.6;2015.12.20;华谊兄弟传媒股份有限公司、新圣堂影业;田羽生;郑恺，郭采洁，张艺兴，王传君;爱情，喜剧;票房（万）25200.2 ;5.0 ;,,
715,2015-6-27,http://www.apinpai.com/,光辉岁月;beyond;80;励志,107.0,477.25
716,2015-5-25,http://www.yifawang.cn/,光辉岁月;beyond;80;励志,176.0,1666.9
717,2015-6-16,http://www.yifawang.cn/,像我一样骄傲;赵传;80;励志,161.0,1783.67
718,2015-4-24,http://bj.454.cn/,路...一直都在;陈奕迅;90;励志,49.0,90.5
719,2015-12-3,http://www.movie.com/dor/,《爱情魔发师》;2015.7.17;2015.8.2;北京仁和博纳文化传媒有限公司;倾海;游游，张燃，朱咪咪，黄一飞，崔浩博，王子轩;喜剧 / 爱情;票房（万）20.3 ;3.8 ;,,
720,2015-4-13,http://www.waaku.com/,借过;容祖儿;90;伤感,250.0,1906.82
721,2015-3-26,http://www.yifawang.cn/,忘记拥抱;a-lin;80;伤感,242.0,471.35
722,2015-6-15,http://www.jieu.com/,拔萝卜;小蓓蕾组合;90;儿歌,105.0,1304.77
723,2015-5-22,http://www.apinpai.com/,借过;容祖儿;90;伤感,234.0,889.69
724,2015-7-28,http://www.yifawang.cn/,从头再来;刘欢;90;励志,84.0,936.51
725,2015-12-14,http://www.movie.com/dor/,《一路惊喜》;2015.2.6;2015.3.8;万达影视传媒有限公司;金依萌/潘安子/章家瑞/宋迪;郭采洁，萧敬腾，赵丽颖，凤小岳，夏雨，梅婷，蓝燕，林家栋，张译，大鹏，蒋劲夫，孙艺洲，张辛苑，阚清子，刘维，乔杉;喜剧/爱情/家庭;票房（万）6974.6 ;5.0 ;,,
726,2015-3-23,http://bj.qu114.com/,来来回回;陈楚生&spy.c;90;伤感,58.0,584.38
727,2015-5-3,http://beijing.faxinxi.cn/,空壳;陈慧敏;90;伤感,80.0,835.16
728,2015-5-4,http://www.favolist.com/,我;张国荣;80;励志,99.0,781.59
729,2015-6-18,http://www.mouxiao.com/,数鸭子;少儿歌曲;90;儿歌,239.0,378.4
730,2015-6-18,http://www.010y.com/,匿名的好友;杨丞琳;90;伤感,158.0,415.76
731,2015-12-6,http://www.movie.com/bor/12386／,《一念天堂》;2015.12.31;2016.2.13;天河盛宴，凯德盛世（北京）投资管理有限公司，和云筹(北京)网络科技有限公司;张承;沈腾，马丽，林雪，杜晓宇，王子子，李元鹏;喜剧;票房（万）8279.5 ;5.2 ;,,
732,2015-5-22,http://www.denghuo.com/,数鸭子;少儿歌曲;90;儿歌,191.0,201.2
733,2015-8-16,http://bj.454.cn/,来来回回;陈楚生&spy.c;90;伤感,174.0,783.06
734,2015-6-24,http://www.mouxiao.com/,爱让世界更美;童安格;90;励志,19.0,1608.01
735,2015-8-5,http://www.wanxn.com/,我;张国荣;80;励志,6.0,1463.3
736,2015-8-6,http://beijing.faxinxi.cn/,永远不要说放弃;童安格;80;励志,283.0,1764.59
737,2015-6-30,http://www.99inf.com/,我;张国荣;80;励志,124.0,1022.3
738,2015-12-13,http://www.movie.com/bor/,《最美的时候遇见你》;2015.12.11;2015.12.27;广州遐迩文化传播有限公司;吴娜;谭松韵，罗云熙;校园，爱情，喜剧;票房（万）156.2 ;5.5 ;,,
739,2015-6-17,http://www.mouxiao.com/,匿名的好友;杨丞琳;90;伤感,48.0,544.93
740,2015-4-14,http://www.qiyi123.com/,爱让世界更美;童安格;90;励志,213.0,1793.24
741,2015-6-10,http://www.yifawang.cn/,永远不要说放弃;童安格;80;励志,162.0,82.45
742,2015-3-8,http://bj.qu114.com/,借我;谢春花;90;伤感,247.0,822.41
743,2015-7-30,http://bj.454.cn/,忘记拥抱;a-lin;80;伤感,256.0,1325.7
744,2015-8-1,http://www.wanxn.com/,爱让世界更美;童安格;90;励志,20.0,568.16
745,2015-5-1,http://www.waaku.com/,感恩的心;欧阳菲菲;90;励志,233.0,55.55
746,2015-4-14,http://www.010y.com/,firework;katy perry;90;励志,197.0,1267.85
747,2015-12-10,http://www.movie.com/bor/,《冲上云霄》;2015.2.19;2015.3.29;寰亚电影制作有限公司;叶伟信，邹凯光;古天乐，郑秀文，吴镇宇，张智霖，佘诗曼，郭采洁;剧情，爱情;票房（万）15631.3 ;4.4 ;,,
748,2015-12-26,http://www.movie.com/dor/,《浪漫天降》;2015.10.23;2015.11.8;;宁瀛;夏雨，关晓彤，邱泽;浪漫，爱情，喜剧;票房（万）785.2 ;4.1 ;,,
749,2015-12-25,http://www.movie.com/bor/12386／,《怦然星动》;2015.12.3;2016.1.10;欢瑞世纪，嘉行传媒，青春光线;陈国辉;杨幂，李易峰，陈数，王耀庆，迪丽热巴，张云龙;都市，爱情，喜剧;票房（万）15973.9 ;4.3 ;,,
750,2015-12-25,http://www.movie.com/bor/12386／,《爱情魔发师》;2015.7.17;2015.8.2;北京仁和博纳文化传媒有限公司;倾海;游游，张燃，朱咪咪，黄一飞，崔浩博，王子轩;喜剧 / 爱情;票房（万）20.3 ;3.8 ;,,
751,2015-6-17,http://bj.qu114.com/,无悔这一生;beyond;80;励志,67.0,825.5
752,2015-4-8,http://www.010y.com/,小兔子乖乖;小蓓蕾组合;90;儿歌,132.0,1190.63
753,2015-6-15,http://www.favolist.com/,借我;谢春花;90;伤感,199.0,1253.29
754,2015-4-7,http://bj.qu114.com/,太阳星辰;张学友;80;励志,129.0,596.31
755,2015-7-14,http://www.qiyi123.com/,路...一直都在;陈奕迅;90;励志,132.0,84.47
756,2015-7-15,http://www.favolist.com/,借我;谢春花;90;伤感,176.0,557.14
757,2015-4-13,http://bj.454.cn/,给所有知道我名字的人;赵传;80;励志,19.0,313.8
758,2015-12-17,http://www.movie.com/bor/12386／,《百团大战》;2015.8.28;2015.10.11;八一电影制片厂；中国电影股份有限公司；北京紫禁城影业公司;宁海强，张玉中;陶泽如，刘之冰，印小天，吴越，唐国强，王伍福;战争/历史;票房（万）41367.3 ;4.7 ;,,
759,2015-4-13,http://www.mouxiao.com/,数鸭子;少儿歌曲;90;儿歌,189.0,1891.15
760,2015-12-10,http://www.movie.com/bor/,《失孤》;2015.3.20;2015.5.3;华谊兄弟传媒集团、源合圣影视、映艺娱乐;彭三源;刘德华，井柏然，梁家辉，吴君如;剧情、社会;票房（万）21617.9 ;6.4 ;,,
761,2015-7-9,http://www.alifenfen.com/,最冷一天;陈奕迅;90;伤感,175.0,1092.81
762,2015-8-13,http://www.99inf.com/,来来回回;陈楚生&spy.c;90;伤感,125.0,202.97
763,2015-7-1,http://www.wanxn.com/,来来回回;陈楚生&spy.c;90;伤感,13.0,1708.31
764,2015-6-20,http://beijing.hand2hand.cn/,太阳星辰;张学友;80;励志,233.0,1522.99
765,2015-8-29,http://www.waaku.com/,最冷一天;陈奕迅;90;伤感,30.0,1600.18
766,2015-6-30,http://www.jieu.com/,空壳;陈慧敏;90;伤感,97.0,1517.31
767,2015-4-26,http://www.yifawang.cn/,星;邓丽君;80;励志,62.0,1467.86
768,2015-12-17,http://www.movie.com/bor/12386／,《前任2：备胎反击战》;2015.11.6;2015.12.20;华谊兄弟传媒股份有限公司、新圣堂影业;田羽生;郑恺，郭采洁，张艺兴，王传君;爱情，喜剧;票房（万）25200.2 ;5.0 ;,,
769,2015-6-21,http://bj.454.cn/,爱让世界更美;童安格;90;励志,67.0,153.01
770,2015-7-7,http://www.jieu.com/,感恩的心;欧阳菲菲;90;励志,211.0,1569.56
771,2015-12-26,http://www.movie.com/bor/,《冲上云霄》;2015.2.19;2015.3.29;寰亚电影制作有限公司;叶伟信，邹凯光;古天乐，郑秀文，吴镇宇，张智霖，佘诗曼，郭采洁;剧情，爱情;票房（万）15631.3 ;4.4 ;,,
772,2015-3-19,http://www.qudee.com/,无悔这一生;beyond;80;励志,75.0,59.47
773,2015-3-8,http://bj.454.cn/,数鸭子;少儿歌曲;90;儿歌,240.0,571.36
774,2015-12-13,http://www.movie.com/bor/12386／,《紫霞》;2015.12.11;2015.12.27;映代码公司;苗述;徐洁儿，袁晓超，刘承俊，洪天照，刘永健，谭赫，肖红，金晶，谢沅江;爱情，奇幻;票房（万）49.1 ;2.4 ;,,
775,2015-12-3,http://www.movie.com/bor/,《全能_爸》;2015.3.5;2015.3.22;河南弘星、北京弘星、杭州寰耀;董春泽;罗京民，孙波，于非，马燕，赵丽，卢思佚，米明杰，贾志;亲情励志喜剧;票房（万）83.0 ;,,
776,2015-12-1,http://www.movie.com/dor/,《一念天堂》;2015.12.31;2016.2.13;天河盛宴，凯德盛世（北京）投资管理有限公司，和云筹(北京)网络科技有限公司;张承;沈腾，马丽，林雪，杜晓宇，王子子，李元鹏;喜剧;票房（万）8279.5 ;5.2 ;,,
777,2015-12-19,http://www.movie.com/bor/12386／,《万物生长》;2015.4.17;2015.5.24;北京劳雷影业、杭州果麦文化传媒、北京联瑞影业;李玉;范冰冰，韩庚，沙溢，吴莫愁，杨迪，齐溪，张博宇，沈婷婷，李梦，雷恪生，吕行;爱情、剧情、校园、喜剧;票房（万）14831.8 ;5.8 ;,,
778,2015-7-20,http://bj.454.cn/,光辉岁月;beyond;80;励志,46.0,341.41
779,2015-5-24,http://www.apinpai.com/,让我们荡起双桨;小蓓蕾组合;90;儿歌,45.0,680.18
780,2015-7-28,http://www.qudee.com/,壮志雄心;李克勤;90;励志,44.0,1950.79
781,2015-7-25,http://www.99inf.com/,firework;katy perry;90;励志,76.0,588.17
782,2015-6-5,http://www.favolist.com/,太阳星辰;张学友;80;励志,64.0,399.85
783,2015-5-29,http://info.tianya.cn,the climb;miley cyrus;80;励志,57.0,1267.73
784,2015-7-26,http://www.jieu.com/,像我一样骄傲;赵传;80;励志,123.0,542.6
785,2015-7-13,http://info.tianya.cn,小兔子乖乖;小蓓蕾组合;90;儿歌,109.0,775.68
786,2015-6-3,http://www.010y.com/,最冷一天;陈奕迅;90;伤感,17.0,1204.94
787,2015-3-16,http://www.99inf.com/,永远不要说放弃;童安格;80;励志,150.0,289.68
788,2015-12-4,http://www.movie.com/bor/12386／,《冲上云霄》;2015.2.19;2015.3.29;寰亚电影制作有限公司;叶伟信，邹凯光;古天乐，郑秀文，吴镇宇，张智霖，佘诗曼，郭采洁;剧情，爱情;票房（万）15631.3 ;4.4 ;,,
789,2015-12-25,http://www.movie.com/bor/,《天将雄师》;2015.2.19;2015.4.6;耀莱文化，华谊兄弟，上海电影集团;李仁港;成龙，约翰·库萨克，阿德里安·布劳迪，崔始源 ，林鹏，王若心，筷子兄弟，西蒙子，冯绍峰，朱佳煜;动作，古装，剧情，历史;票房（万）74430.2 ;,,
790,2015-5-15,http://info.tianya.cn,拔萝卜;小蓓蕾组合;90;儿歌,257.0,1596.55
791,2015-3-24,http://bj.qu114.com/,壮志雄心;李克勤;90;励志,40.0,851.48
792,2015-12-7,http://www.movie.com/dor/,《怦然星动》;2015.12.3;2016.1.10;欢瑞世纪，嘉行传媒，青春光线;陈国辉;杨幂，李易峰，陈数，王耀庆，迪丽热巴，张云龙;都市，爱情，喜剧;票房（万）15973.9 ;4.3 ;,,
793,2015-4-17,http://www.010y.com/,同道中人;张国荣;80;励志,78.0,476.73
794,2015-7-26,http://www.wanxn.com/,my way;张敬轩;90;励志,48.0,716.69
795,2015-7-3,http://www.qudee.com/,同道中人;张国荣;80;励志,38.0,301.91
796,2015-5-22,http://www.wanxn.com/,拔萝卜;小蓓蕾组合;90;儿歌,257.0,853.38
797,2015-7-3,http://www.ezxun.com/,最冷一天;陈奕迅;90;伤感,12.0,614.16
798,2015-5-7,http://www.alifenfen.com/,加油;林俊杰/mc hotdog;90;励志,137.0,1649.8
799,2015-4-8,http://www.wuhan58.com/index.php,永远不要说放弃;童安格;80;励志,45.0,890.31
800,2015-12-3,http://www.movie.com/bor/12386／,《百团大战》;2015.8.28;2015.10.11;八一电影制片厂；中国电影股份有限公司；北京紫禁城影业公司;宁海强，张玉中;陶泽如，刘之冰，印小天，吴越，唐国强，王伍福;战争/历史;票房（万）41367.3 ;4.7 ;,,
801,2015-8-4,http://www.010y.com/,story of my life;bon jovi;90;励志,230.0,591.0
802,2015-7-14,http://www.ezxun.com/,匿名的好友;杨丞琳;90;伤感,93.0,1247.94
803,2015-12-22,http://www.movie.com/dor/,《一路惊喜》;2015.2.6;2015.3.8;万达影视传媒有限公司;金依萌/潘安子/章家瑞/宋迪;郭采洁，萧敬腾，赵丽颖，凤小岳，夏雨，梅婷，蓝燕，林家栋，张译，大鹏，蒋劲夫，孙艺洲，张辛苑，阚清子，刘维，乔杉;喜剧/爱情/家庭;票房（万）6974.6 ;5.0 ;,,
804,2015-6-4,http://www.denghuo.com/,从头再来;刘欢;90;励志,43.0,1156.04
805,2015-3-13,http://www.qudee.com/,数鸭子;少儿歌曲;90;儿歌,9.0,1668.5
806,2015-3-15,http://www.alifenfen.com/,爱让世界更美;童安格;90;励志,112.0,184.18
807,2015-5-10,http://www.waaku.com/,拔萝卜;小蓓蕾组合;90;儿歌,6.0,1075.72
808,2015-4-7,http://www.wuhan58.com/index.php,我心是海洋;蔡琴;80;励志,46.0,1704.37
809,2015-6-16,http://www.wuhan58.com/index.php,从头再来;刘欢;90;励志,102.0,1238.13
810,2015-12-10,http://www.movie.com/bor/12386／,《坏蛋必须死》;2015.11.27;2015.12.20;北京新力量、华谊兄弟、南京大道行知;孙皓;陈柏霖，孙艺珍，乔振宇，申贤俊，张光，杨旭文，丁文博，朴哲民;喜剧，悬疑，旅行，爱情;票房（万）4705.4 ;6.0 ;,,
811,2015-6-23,http://info.tianya.cn,壮志雄心;李克勤;90;励志,15.0,1062.74
812,2015-12-21,http://www.movie.com/bor/12386／,《探灵档案》;2015.3.7;2015.3.22;壹马时代文化传媒（北京）有限公司、北京盛唐时代文化传播有限公司;彭发;马浴柯，吴昕，潘粤明，王景春，莫小棋，朱雨辰，洪天明，陈国坤，刘颖仪;悬疑，惊悚;票房（万）334.1 ;5.6 ;,,
813,2015-6-30,http://www.qiyi123.com/,拔萝卜;小蓓蕾组合;90;儿歌,118.0,913.43
814,2015-8-24,http://beijing.hand2hand.cn/,从头再来;刘欢;90;励志,25.0,648.36
815,2015-7-2,http://www.favolist.com/,从头再来;刘欢;90;励志,123.0,1575.49
816,2015-12-19,http://www.movie.com/bor/12386／,《一路惊喜》;2015.2.6;2015.3.8;万达影视传媒有限公司;金依萌/潘安子/章家瑞/宋迪;郭采洁，萧敬腾，赵丽颖，凤小岳，夏雨，梅婷，蓝燕，林家栋，张译，大鹏，蒋劲夫，孙艺洲，张辛苑，阚清子，刘维，乔杉;喜剧/爱情/家庭;票房（万）6974.6 ;5.0 ;,,
817,2015-6-18,http://www.wanxn.com/,firework;katy perry;90;励志,177.0,1908.93
818,2015-5-17,http://www.qudee.com/,story of my life;bon jovi;90;励志,257.0,1057.6
819,2015-5-5,http://www.alifenfen.com/,the climb;miley cyrus;80;励志,183.0,1991.49
820,2015-8-15,http://www.jieu.com/,屋顶;温岚;80;励志,237.0,1476.34
821,2015-4-4,http://www.mouxiao.com/,太阳星辰;张学友;80;励志,176.0,547.33
822,2015-8-12,http://www.apinpai.com/,the climb;miley cyrus;80;励志,183.0,1440.31
823,2015-12-16,http://www.movie.com/bor/,《浪漫天降》;2015.10.23;2015.11.8;;宁瀛;夏雨，关晓彤，邱泽;浪漫，爱情，喜剧;票房（万）785.2 ;4.1 ;,,
824,2015-12-12,http://www.movie.com/bor/12386／,《简单爱》;2015.7.3;2015.7.19;中视合利（北京）文化投资有限公司一鸣影业公司（美国）;崔龄燕;许绍洋，张琳，谢雨芩，石铭熙;都市浪漫爱情喜剧;票房（万）21.7 ;,,
825,2015-12-9,http://www.movie.com/bor/,《最美的时候遇见你》;2015.12.11;2015.12.27;广州遐迩文化传播有限公司;吴娜;谭松韵，罗云熙;校园，爱情，喜剧;票房（万）156.2 ;5.5 ;,,
826,2015-5-22,http://www.waaku.com/,数鸭子;少儿歌曲;90;儿歌,197.0,1306.0
